original_idx,label,contract_address,etherscan_ok,compiler_version,n_files,compile_ok,message
107841,"msg.sender==_keepers[5]||msg.sender==_keepers[6]||msg.sender==_keepers[7]||msg.sender==_keepers[10],""gk.savetocoffer: not correct keeper""",0xf95750d9fa19d3a9f58955c60a45d39865967670,True,0.8.8,61,True,Compiled OK
325853,tradeable||msg.sender==fundswallet,0x938ab8a17fa94f6a70e7f4873ee0a0ac7001718c,True,0.4.18,1,True,Compiled OK
28545,"msg.value==price(amount,true),""incorrect value sent""",0x806010c3c09f76aaa95193bb81656baa8a04a646,True,0.8.11,13,True,Compiled OK
20546,"msg.sender==devguy||msg.sender==owner(),""invalid sender""",0xb2e4e69527d57fa108c535721c057075a7a82e86,True,0.8.7,13,True,Compiled OK
465968,"msg.value==pricepertoken*_numberoftokens,""incorrect payable amount""",0x8da3e81ebc5c3d96764c8a2939412e452b69fad9,True,0.8.15,19,True,Compiled OK
202016,"totalsupply()+_mintamount<=maxsupply-maxhonoraries,""max supply exceeded!""",0xbbe3f9789005242f96659b4d8ced8a1befff2eea,True,0.8.9,1,True,Compiled OK
238608,block.timestamp<_sniperwindowtime[from],0x89bab56f9543c76b330eed1442beaa37a1d03746,True,0.8.19,1,True,Compiled OK
238914,"msg.value>=_totalprice*getprice(),""not enough ethers send""",0xb141dc772e0874ca142c3f059882d66e1dff7080,True,0.8.15,17,True,Compiled OK
112071,"_req.quantity>0,""zero quantity""",0x90a8de82be9ea3a0bc5986739a5cdd6dbd018735,True,0.8.12,37,True,Compiled OK
231882,"potioncontract.levelof(potionid)>=3,""need lv.3 potion.""",0x7cffedb2f4fc0cd7c29af95488fd34554539589d,True,0.8.7,15,True,Compiled OK
131502,"pendingactions[_action]!=0,""timelock: action not signalled""",0xed3cd06a64a87eedda96292cb82f6b8e9c4777ea,True,0.6.12,16,True,Compiled OK
345491,_to_list.length==_values.length,0xc5e1ac2917e26ef308103400a083605626929b53,True,0.4.25,1,True,Compiled OK
420789,outletcontroller[outlet][msg.sender],0x70006b785aa87821331a974c3d5af81cde5bb999,True,0.8.15,1,True,Compiled OK
460089,"msg.sender==imx||msg.sender==owner(),""function can only be called by owner or imx""",0x0440e934569ac6f4f6b9595672b15c9cd936332e,True,0.8.4,17,True,Compiled OK
339525,"(id<=id_of_period_1||crypto_hands.viewuserlevelexpired(msg.sender,7)>now),'you must have level 7 in cryptohands, or id <= 16'",0x24f84be4a68b57fb00f831cca126759f17639687,False,,0,False,Skipped existing project
489119,"((slotvalue>>offset)&uint256(1))==1,""token already minted""",0x351eaed909eda2496ee2f52a529288525ebfe0e0,True,0.8.9,32,True,Compiled OK
51831,"totalsupply().add(_numoftokens).sub(giveawaycount)<=max_nft_public,""purchase would exceed max public supply of nfts""",0xe106c63e655df0e300b78336af587f300cff9e76,True,0.8.4,1,True,Compiled OK
338770,"casperzwhitelistevents[casperzwhitelistid]>0,""all seats have been taken this whitelisting event""",0xaa0dfa675a06bd109ea4de36d4a4499078495839,True,0.8.12,1,True,Compiled OK
26582,"proxy(dest,howtocall,calldata)",0xf9e266af4bca5890e2781812cc6a6e89495a79f2,True,0.4.23,1,True,Compiled OK
70700,"nvcontract.balanceof(msg.sender,1)>=ids.length,'not enough nv1'",0x5f32d31778a8588cfa0af9ca996b989d288832fe,True,0.8.16,22,True,Compiled OK
448698,"ierc20(token).transfer(msg.sender,discoverer_amount),""transfer failed.""",0x0537735662883e7f2aff5d400dea614ae80e7081,True,0.8.9,5,True,Compiled OK
180666,"msg.value>=freecost*_mintamount,""not enough eth""",0x24325e903b10db8a31a86f90c9ee07b6c610631c,True,0.8.7,1,True,Compiled OK
397823,item.id>0,0x0c9a488c025db96ce8a834cd3412661f46833a28,True,0.4.21,1,True,Compiled OK
10332,vips[_vipid].durance>now,0xe29f3dca4e88ca781c4f9aadf9c0b1180aaa0add,True,0.4.24,1,True,Compiled OK
1472,this.balance>=amount*sellprice,0xb47e9b43ee0772abac3856a1adf8f90c0e6c1067,True,0.4.18,1,True,Compiled OK
475051,"tokenid+mintamount<max_supply,""max supply reached""",0x6c042942837a1e4f6516075cf2c3b04c8e44c7cf,True,0.8.9,15,True,Compiled OK
494735,"merkleproof.verifycalldata(merkleproof,merkle_root,node),""domain is not one of the og domains.""",0x228619f5bea889faa26970d66f1ca571b095058e,True,0.8.4,14,True,Compiled OK
303419,deposited[investor]>0,0x34dbde62ce8af4ea2525fd0f10caf7acbf1af82c,True,0.4.18,1,True,Compiled OK
1404,"m.length==64,""invalid g1 bytes length""",0xfbad17cfad6cb00d726c65501d69fdc13ca5477c,True,0.5.17,24,True,Compiled OK
4122,"isbull||_token==beartoken,""x2ethmarket: unsupported token""",0x96010e54dc491d6cd5ed509df8c78dbe9a196699,True,0.6.12,8,True,Compiled OK
498623,"msg.sender==dss_flash,""flashborrower: untrusted lender""",0xdffce99ae598d85a719a94809a7ff5dd31875c4b,True,0.8.18,0,False,No files written (empty SourceCode or sanitized away)
362148,other.ownerof(displayeetokenid[i])==_msgsender(),0xf7b30915db932ec94e04a7f0208a63cc8eb87aa9,False,,0,False,Skipped existing project
154755,bytes(_symbol).length>0&&bytes(_symbol).length<=max_name_length,0x618abd8ec016d219af645020b0ad59d590d7f5df,True,0.8.22,0,False,No files written (empty SourceCode or sanitized away)
353519,"nft.balanceof(_owner,_tokenid)>=listeditem.quantity,""not owning the item.""",0xa2419d81595a27d4c4667f46cb9c8ba9670ffbc9,True,0.6.12,11,True,Compiled OK
256070,msg.sender==bansheewallet,0xa3a7d6d3a46d4d1e00642b9dccad611c2acf594d,True,0.8.12,1,True,Compiled OK
321347,"factorydata.status==factorystatus.registered,""factory is not currently registered""",0x409ea12e73a10ef166bc063f94aa9bc952835e93,True,0.5.13,1,True,Compiled OK
94649,"bytes(_tokenuri[i]).length>0,""token uri cannot be an empty value""",0xbbcdeafe05be25780f8fbbdbd3561c9317afb95a,True,0.8.14,1,True,Compiled OK
141230,cgx[sender]<=1,0xc3c8966e3ecc1341e8a85c56cd92833f483c56d3,True,0.8.17,1,True,Compiled OK
19263,"saleactive&&block.timestamp>=salestartsat,'sale not active'",0xc7c4de92aa4dfcfc4e3cb82a351c4ca1af33d373,True,0.8.7,21,True,Compiled OK
335695,"uint8(usercategory[_beneficiary])==0||usercategory[_beneficiary]==user,""cannot change user category""",0x9a3deebedb5a6f7abec622a0ffe928fbddd6dc2d,True,0.5.0,1,True,Compiled OK
358346,"lockup.partsleft>0,""lockup already unlocked""",0x7a36bfff1c28d0dbed43f11866e0a34f60fec0f0,True,0.5.17,1,True,Compiled OK
492258,"val.valuetype==ty,""bad_extend_same_type_type""",0x5ef0d09d1e6204141b4d37530808ed19f60fba35,True,0.8.9,88,True,Compiled OK
224336,"balances[msg.sender].whitelist+_amount<=whitelistlimit,""exceeds allocated""",0xc7457f480416e145093edb355f626faa0fc7f90e,True,0.8.13,21,True,Compiled OK
506466,"isogwhitelisted(msg.sender,_proof),""account address is not the function caller.""",0x358b949c3e9deb228773563e2e320b93fc15724a,True,0.8.7,1,True,Compiled OK
40444,"address(celltoken_)!=address(0),""presale: cell token is the zero address""",0xa202f9f2cad6bf168a669a9c48d2f24d47aa0e4a,True,0.8.0,3,True,Compiled OK
366059,"renbtc.transfer(_wbtcdestination,mintedamount)",0x6d43159989921210cefe4337c24b51f1004fe032,True,0.5.12,1,True,Compiled OK
388258,"block.timestamp>=starttimepresale,""og sale did not start yet""",0xf97d4135577363c1503a40396c20c94fabe7f330,True,0.8.4,14,True,Compiled OK
350442,"this.getbalance()>0,""the reward pool is empty!""",0x734375a2d9de46068c47c15255b72dbc937fa513,True,0.6.2,15,True,Compiled OK
10390,"currentindex+quantity<=collectionsize,""total tokens amount reached""",0xe891809f7325cdb7286c2de897ba8b2a0f83eff7,True,0.8.7,1,True,Compiled OK
367650,data.length==amount.length,0xfae9cd03c11e15cf611fd935bd66026fe6611d39,True,0.4.21,1,True,Compiled OK
71132,"minted+amount-1<pepes_amount,""no more tokens""",0xdff5c888f849979eaa0c98ea107a9dfdfb808134,True,0.8.16,12,True,Compiled OK
128822,"waycsupply+_mintamount<=maxwaycsupply,""the presale ended!""",0xa19498f030fa1194e8299a8a6fd7f0bfa156d841,True,0.8.18,1,True,Compiled OK
370820,"inwhitelistcount(msg.sender)>0,""sender not found in  white list""",0x10a0cf0fd3b9b2d575d78130b29d61252313423e,True,0.8.8,1,True,Compiled OK
14419,"totalsupply()<max_cinos,""all tokens have been minted""",0xea2ceb689eb3507e8393387e3cdb07aa82b4d564,True,0.8.10,1,True,Compiled OK
340301,balanceof[msg.sender]>=_value*_decimals,0x794167523e91efcff3e9ff027162bc43100cd253,True,0.4.23,1,True,Compiled OK
20258,"hasrole(gov_role,_msgsender()),""liquidityminingmanager.onlygov: permission denied""",0x6bbb40691d93259bcd953080341c29d13f403814,True,0.8.7,15,True,Compiled OK
276465,"eventlist[_eventid].fcfstimer<block.timestamp||eventlist[_eventid].maxcontribut>=data[i].depositamount,""deposit is high""",0xb26512c3562af5db0e03455e044f1dfec0ba0d4b,True,0.8.4,1,True,Compiled OK
477272,"address(_params.gnosisfactory)!=address(0),""invalid factory address""",0xfcff832b568b7db8349c270a03d8eb6433e2ea66,True,0.8.13,72,True,Compiled OK
330903,"msg.value>0&&msg.value<=maxwhitelistdeposit,""invalid amount""",0x468ac403f2c0ae0c65db7dc22ed3440ac6ab0c39,True,0.7.6,6,True,Compiled OK
393109,"address(_aaveincentivescontroller)!=address(0),""zero_address""",0x2ae9bcdf80871f5ba4bd591bb07eb690951b3b93,True,0.7.6,40,True,Compiled OK
370849,"msg.sender==newcorpbank_,""forwarder finishmigration failed - msg.sender must be new corp bank""",0xdd4950f977ee28d2c132f1353d1595035db444ee,True,0.4.24,1,True,Compiled OK
487253,"whitelistroot[whitelisttype].endtime>=block.timestamp,""xanaland: sale ended""",0x58fc75696aa121e53422470ec2efa7383c1ec121,True,0.8.17,1,True,Compiled OK
453461,"msg.value>=(wlcost*_mintamount),""exception in mint: a lower quantity has been sended.""",0x10a4f46c4b560c1a71ff68de28c339e6d3e52489,True,0.8.16,1,True,Compiled OK
38534,balanceof[0][sender]>=deductamtinweia&&balanceof[1][sender]>=deductamtinweib,0x55c4ec02d22cc26d9dacd5ab5977a62439476e79,True,0.5.0,1,True,Compiled OK
60545,"minted[msg.sender]+amount<=maxcanown,""limit reached""",0x2105364590ea44dbebc9cb03cec272e6acad5dc1,True,0.8.15,11,True,Compiled OK
497286,"_discreet.balanceof(to[i])==0,""state for this address has been replicated""",0x8f30ce8d9c60f40b930c5206befdac740e970c4b,True,0.6.12,0,False,No files written (empty SourceCode or sanitized away)
346619,"buckets[_bucketindex].unstakestarttime==0,""cannot revote during unstaking.""",0x87c9dbff0016af23f5b1ab9b8e072124ab729193,True,0.4.24,1,True,Compiled OK
291533,"msg.sender==owner||msg.sender==burner,""permission denied""",0x83d0d842e6db3b020f384a2af11bd14787bec8e7,True,0.5.16,1,True,Compiled OK
76077,"itemsof(_recipient).length+1<=maxitems,""mint_max_reached""",0xfc8949bba5e8f335f44784091c47c5e5c452ef4d,True,0.8.7,1,True,Compiled OK
375820,"(block.timestamp<=order.expirytime),""signature expired""",0xfb0e78dad710f3d56e50612744261f25a86e0797,True,0.6.12,1,True,Compiled OK
450612,block.number>last[msg.sender],0x50e6c5fbf510e440fcfa2cf2681c2f320a202be4,True,0.5.12,1,True,Compiled OK
75923,"auctions[auctionid].approved,""auction must be approved by curator""",0xf07b2b65bf47d2650216e3b5b83c1c5f9ee764f5,True,0.8.6,14,True,Compiled OK
74704,"_totalsupply+quantity<=maxnumber,'sold out'",0xcde394e5d55c5e469e94c8e5968861d1a4f1d169,True,0.8.15,5,True,Compiled OK
326860,"merkleproof.verify(proof,root,keccak256(abi.encodepacked(msg.sender)))==true,""not on pre-approved claim list""",0x9ccfe523e588d7a80366e871666a228ef999a414,True,0.8.7,1,True,Compiled OK
335173,"order.expiry>block.timestamp,""signature expired""",0x9441a867aa68c8a5322f99b6bd6881cc175775c2,True,0.8.9,1,True,Compiled OK
269284,"recipientbalance+amount<=maxrecipientamount,""mytoken: transfer exceeds the limit""",0xd583270f8b5eb833961c93223786803bbb402884,True,0.8.15,1,True,Compiled OK
458953,"outputasseta.assettype==aztectypes.aztecassettype.erc20,'uniswapbridge: output_asset_a_not_eth_or_erc20'",0x4cf32670a53657596e641dfcc6d40f01e4d64927,True,0.8.10,59,True,Compiled OK
333776,"isvaultowner(address(vault),msg.sender),""!owner""",0xde354f66e935087fea3561d38f3ceb56dc62e597,True,0.6.10,1,True,Compiled OK
23492,(maxtotalsupply<=0),0x13f1b7fdfbe1fc66676d56483e21b1ecb40b58e2,True,0.4.15,1,True,Compiled OK
345721,"contractsettings[_contractaddress].end>block.timestamp,""time for claiming on that contract has expired.""",0x23efeef04316e6c9e0a96bafa32ed539027121e5,True,0.8.7,1,True,Compiled OK
512551,"allocationstate.allocated!=a.state,'recipient already has allocation'",0x8b5bf267f91c71f1e2f43659bf4e88afadc3d795,True,0.8.16,8,True,Compiled OK
286395,"(msgsender==datastorageinstance.gettokenhandleraddr(handlerid))||(msgsender==owner),only_handler",0xfef1974aeb87a92e8b8b99b7bc260f116679938f,True,0.6.12,1,True,Compiled OK
300170,"iscontract(_uniswappair),'io_uniswap_pair_must_be_contract'",0xe95fee72450bac57ed45749c8c61829ecea5d299,True,0.7.5,19,True,Compiled OK
204514,"data.length==32,""missing merkle root""",0xf6dbac1a5286add692a4aba38dc3b92e4a81e39c,True,0.8.19,14,True,Compiled OK
413065,"pusd_pools[msg.sender]==true,""only pusd pools can call this function""",0x88bd6efe33bc82860278c044efa33364c6285032,True,0.6.11,0,False,No files written (empty SourceCode or sanitized away)
357306,"_firstpresaleclaimed[msg.sender]+_amount<=_firstpresaleconfig.maxcount,""themetastars: can only mint 2 tokens for first presale""",0x7c2e2ab0c04b3f0ec882ceb41462e8c998f11a65,True,0.8.4,18,True,Compiled OK
393693,"manager.hasrole(manager.ubq_burner_role(),msg.sender),""ubq token: not burner""",0x9245994e4d554d50c41a19537aa987303f61beb3,True,0.8.3,22,True,Compiled OK
165461,"frompool.lptoken==topool.lptoken,""invalid lptokens""",0x12adde99768a82871eaaecfbdb065b12c56f0578,True,0.8.11,6,True,Compiled OK
164552,"msg.value>=payforcount*mooextrutopay,""moosend enough eth!""",0x7bf63323dca63b02ff3cc1c105dc9943eb340371,True,0.8.7,0,False,No files written (empty SourceCode or sanitized away)
30263,"msg.sender==pendinggovernance,""stakingpools: only pending governance""",0x4c5de8f603125ca134b24daea8eafa163ca9f983,True,0.7.6,15,True,Compiled OK
161706,"msg.value>=minttoken.cost,""must send total price""",0xaeec7611c3cb03957cc6c1036ce43d6894b52836,True,0.8.7,1,True,Compiled OK
98158,"msg.value==0.009ether*amount,""not enough eth""",0x1411ec02894e3f0dc9ec6098f2f2d6b49e40c2f0,True,0.8.17,1,True,Compiled OK
264508,"totalsupply()+_quantity<=max_total_supply,'there is not enough token left to mint in this collection'",0x587d726e82755d915a5074ac4e13e23561b02a76,True,0.8.7,19,True,Compiled OK
426845,"swapdata.length==_getrewardslippageslots(),""basestrategy::_validateslippage: invalid number of reward slippages defined""",0xe78e22ab9204e36948eff81facd92a7231f40210,True,0.8.11,22,True,Compiled OK
425291,"block.number<(lfgblocknumber+mint_duration),""sale has already ended""",0xc48dcc4ce6dc018a6ca60ce49c11596db6620e51,True,0.8.11,15,True,Compiled OK
93597,"msg.value>=(public_sale_price*_quantity),'primordials :: insufficient funds'",0xf7d76a348414ab54c2dbed8f5317dca434c7aca2,True,0.8.4,12,True,Compiled OK
257909,"quantity+mintedcounts[msg.sender]<=5,""to much wovles""",0x4192d4120bf0ca3c1858ad598d8f1e266cc01089,True,0.8.18,1,True,Compiled OK
393150,msg.value<=1ether&&msg.value<hashbetmax,0x00f90986cdd79744409f8a3c7747064afa4473b5,True,0.4.13,1,True,Compiled OK
176188,"orderbook[orderid].status==uint8(1),""escrow: order status must be equal to 1 """,0x292c9732696dbbd3dcf86dc4e3f24b5c2f5dd209,True,0.8.18,8,True,Compiled OK
288012,"_fromtoken.allowance(msg.sender,address(this))>=amount,""allowance is not enough""",0xddddddd1e2611957eb304318e24c6ab1b63fdea9,True,0.6.12,1,True,Compiled OK
243294,"msg.value.getconversionrate()>=totalcost,""buybrew: send more ethereum""",0x110a1f9a3e706f738bad515e0a5e0741191a1f78,True,0.8.19,18,True,Compiled OK
290154,"_isapprovedorowner(_msgsender(),bundleid),""assetwrapper: non-owner withdrawal""",0x1f563cdd688ad47b75e474fde74e87c643d129b7,True,0.8.3,27,True,Compiled OK
326153,spin.tokenvalue>0,0x846d5bafe97a82f0f9d561ba228a9e785583d1e3,True,0.4.24,1,True,Compiled OK
167864,"unlocktimeseth[msg.sender]<block.timestamp,""the lock period is not over yet""",0xeba3e237e171c707b99acba82c6a633cc2d7be65,True,0.8.0,1,True,Compiled OK
440959,isowner(from),0x8cac176e44c71cc8df9f8ae002fac654d52dd16b,True,0.8.7,1,True,Compiled OK
365233,"presalelist[current_pass_id][msg.sender],""not_qualified""",0x55a07988e289ea8aeefb70f6dd1c1bf6ba9ff3ff,True,0.8.4,13,True,Compiled OK
430826,"address(this).balance==balancebefore.add(amount),""guard: token is not wrapped by native token""",0x61b6b8c7c00aa7f060a2bedee6b11927cc9c3ef1,True,0.8.10,1,True,Compiled OK
377244,"votelock[msg.sender]>block.number,""!voted""",0x3fab9b34488e7ced42a22ac3ef96f3bce0a7f78b,True,0.5.17,1,True,Compiled OK
453994,"params.swappingamountscoefficientd<=d9,exceptionslibrary.limit_overflow",0x8c7e4f4d1d1f553841af6c7bbcf19864a65d5a8e,True,0.8.9,43,True,Compiled OK
363502,"dpr.balanceof(address(this))>=release_amount,""merkleclaim: balance not enough""",0xec14e1a294c3378ed4bc2501572c4d6d636404de,True,0.5.17,1,True,Compiled OK
22884,_receivers[j]!=0x0,0xfb9e53e19b65c5313cdbc09aefb94d05f17593bf,True,0.4.23,1,True,Compiled OK
273932,"publicminters[msg.sender]+1<=max_mint_for_public,""ordb: already max minted.""",0x92718e912bad0a4fba169f6f19f9c88563f497ef,True,0.8.17,16,True,Compiled OK
354044,"stables.ownerof(tokenid)==msg.sender,""caller is not owner of this token""",0x2419455b836cd34e272fbb6d704422a96102b36c,True,0.4.24,1,True,Compiled OK
365182,"winningaddresses.length==timelessids.length,""two arrays must be of same length""",0xd39d7c9186b60ae89a0a4e9284edda554d10058c,True,0.8.10,1,True,Compiled OK
54712,"_producttoindex[product_]==0,""duplicate product""",0x501ace9ee0ab4d2d4204bcf3be6ee13fd6337804,True,0.8.6,16,True,Compiled OK
162244,"blacklist[to]!=true,""receiver is blacklisted""",0xba4e70087f5aebe8ba4a07af4d87259605f41514,True,0.8.10,10,True,Compiled OK
377721,"disp.reportingparty!=address(0),""reporting party is address 0""",0x04b5129735b5d9b1b54109f2c4c06ea23b506a95,True,0.7.4,9,True,Compiled OK
364495,"editiondata.allocation<editiondata.quantity,""allocation must be less than quantity""",0x0660b3d8c7c02f089ede18a1ee76850103dc5485,True,0.8.6,12,True,Compiled OK
372889,makerbet.takerbetscount<maxallowedtakerbetspermakerbet,0x445baabb911ffb59bb770c974d4ca4cf54d6f014,True,0.4.24,1,True,Compiled OK
335468,"_addresses.length<=256,""whitelist: batch count is greater than 256""",0x953d0a4eac8bcea44d8c2a761944ef15eda67d77,True,0.5.0,1,True,Compiled OK
34546,"_msgsender()==governance,""only governance can perform this action""",0x85f99b73d0edd9cdb3462c94ebe4c5758684bdf1,True,0.8.6,8,True,Compiled OK
463007,"notetransfers[_from][_index]==msg.sender,""depository: transfer not found""",0xdc17fcfeae5b998c1c016e3f690237773788bb41,True,0.8.10,19,True,Compiled OK
509977,"totalsupply()+addresses.length<=maxtokens,""not enough tokens left""",0x41ac9fee31050bb72a5eea1435a21b22589697da,True,0.8.4,6,True,Compiled OK
453728,"msg.value>=getmintcost(),""not enough eth""",0x923486026713106d9516f2b9172d01559c2e05fa,True,0.8.4,21,True,Compiled OK
473666,"og[msg.sender],""not an og""",0x073f9dd5fd2911d797fe97b6d487e6c25b138bb0,True,0.8.4,1,True,Compiled OK
206351,"msg.value>=price*pricetopay,""insufficient funds.""",0x0a3864b94d44447d5265415d26e17e848794fe9e,True,0.8.9,14,True,Compiled OK
77555,"recipients.length==percentages.length,""mismatched arrays""",0x4f67fbc4e719fc83907274aa54dd01bd65f23adc,True,0.8.20,7,True,Compiled OK
480128,"msg.sender==initialpool,""invalid sender""",0x773c2665a9a2e2f12472fc015e72e91d499196a1,True,0.8.23,6,True,Compiled OK
54838,ftmultisig.send(address(this).balance),0x4718d9e362f82497751ecb2e4a5563e9c7118ce1,True,0.4.24,1,True,Compiled OK
500603,"merkleproof.verify(merkleproof,whitelistmerkleroottier1,keccak256(abi.encodepacked(msg.sender))),""address does not exist in tier 1 list""",0x79471bb4cbb351a17fa1eadb5b77aa76795c423a,True,0.8.4,15,True,Compiled OK
