contract_address,proxy,implementation,compiler_version,compiler_type,language,n_files,saved_dir,status,error,sourcecode_len,sourcecode_peek
0x4e91baee70d392b74f40565bba451638aa777ff0,False,,v0.6.6+commit.6c089d02,solc-m,,8,debug_fetch_bulk/0x4e91baee70d392b74f40565bba451638aa777ff0,ok,,45545,"{""ACOAssetHelper.sol"":{""content"":""pragma solidity ^0.6.6;\r\n\r\nlibrary ACOAssetHelper {\r\n    uint256 internal constant MAX_UINT = 0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff… (truncated)"
0x3d37eb1ad0cc20e123a2e34cf58eb38ba068dbd3,False,,v0.5.10+commit.5a6ea5b1,solc-m,,3,debug_fetch_bulk/0x3d37eb1ad0cc20e123a2e34cf58eb38ba068dbd3,ok,,81378,"{""Drawer.sol"":{""content"":""pragma solidity ^0.5.7;\n\nimport \""oraclizeAPI.sol\"";\n\nlibrary SafeMath {\n    function mul(uint256 a, uint256 b) internal pure returns (uint256) {\n        if (a == 0) {\… (truncated)"
0x34e158883efc81c5d92fde785fba48db738711ee,False,,v0.4.23+commit.124ca40d,solc-m,,3,debug_fetch_bulk/0x34e158883efc81c5d92fde785fba48db738711ee,ok,,8978,"{""IERC20.sol"":{""content"":""pragma solidity ^0.4.23;\n\ncontract IERC20 {\n  function totalSupply() public constant returns (uint);\n  function balanceOf(address tokenOwner) public constant returns (uin… (truncated)"
0x6f06d96228f0d81443642f1c00e976d750b2ea69,False,,v0.8.13+commit.abaa5c0e,solc-m,,2,debug_fetch_bulk/0x6f06d96228f0d81443642f1c00e976d750b2ea69,ok,,60655,"{""ExchangeAuctionV2.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n//pragma experimental ABIEncoderV2;\r\n\r\n\r\nimport \""./VcgBase.sol\"";\r\n\r\n\r\ncontract Exch… (truncated)"
0x2672805dc6bf3698ccb65ef2eb9e5e2eadc7df81,False,,v0.5.17+commit.d19bba13,solc-m,,3,debug_fetch_bulk/0x2672805dc6bf3698ccb65ef2eb9e5e2eadc7df81,ok,,13846,"{""Context.sol"":{""content"":""pragma solidity ^0.5.0;\r\n\r\n/*\r\n * @dev Provides information about the current execution context, including the\r\n * sender of the transaction and its data. While thes… (truncated)"
0x5af4a636cb097409bb524458ef24e7353a2f75df,False,,v0.7.5+commit.eb77ed08,solc-m,,10,debug_fetch_bulk/0x5af4a636cb097409bb524458ef24e7353a2f75df,ok,,25952,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: AGPL-3.0\npragma solidity \u003e=0.7.5;\n\n// TODO(zx): replace with OZ implementation.\nlibrary Address {\n    /**\n     * @dev Returns true if … (truncated)"
0x5690dc6e1c848b7fff331eeba6f284709cb08d01,False,,v0.6.6+commit.6c089d02,solc-m,,8,debug_fetch_bulk/0x5690dc6e1c848b7fff331eeba6f284709cb08d01,ok,,75658,"{""ABDKMath64x64.sol"":{""content"":""/* ABDK Math 64.64 Smart Contract Library.  Copyright © 2019 by ABDK Consulting.\r\n * Author: Mikhail Vladimirov \u003cmikhail.vladimirov@gmail.com\u003e\r\n *\r\n * … (truncated)"
0xde46fcf6ab7559e4355b8ee3d7fba0f2730cddd8,False,,v0.5.7+commit.6da8b019,solc-m,,3,debug_fetch_bulk/0xde46fcf6ab7559e4355b8ee3d7fba0f2730cddd8,ok,,43858,"{""AddrMInterface.sol"":{""content"":""pragma solidity ^0.5.7;\n\ninterface AddrMInterface {\n     function getAddr(string calldata name_) external view returns(address);\n}""},""MainPool.sol"":{""content"":""pr… (truncated)"
0xb9f47ad75d0ef640182ba37f2486504f7db398b7,False,,v0.7.6+commit.7338295f,solc-m,,16,debug_fetch_bulk/0xb9f47ad75d0ef640182ba37f2486504f7db398b7,ok,,76207,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.2 \u003c0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n   … (truncated)"
0x1a72855fb8b626d5d95738270b54d0bde4769a74,False,,v0.5.2+commit.1df8f40c,solc-m,,11,debug_fetch_bulk/0x1a72855fb8b626d5d95738270b54d0bde4769a74,ok,,44601,"{""ERC20.sol"":{""content"":""pragma solidity ^0.5.2;\n\nimport \""./IERC20.sol\"";\nimport \""./SafeMath.sol\"";\n\n/**\n * @title Standard ERC20 token\n *\n * @dev Implementation of the basic standard token.… (truncated)"
0x3d899e0ce7ce47888d86595b5f7254efb53fa4db,False,,v0.8.14+commit.80d49f37,solc-m,,13,debug_fetch_bulk/0x3d899e0ce7ce47888d86595b5f7254efb53fa4db,ok,,57313,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.5.0) (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions relat… (truncated)"
0x75b81f13401e7312bdb3dea8abd18e9e05950e26,False,,v0.7.6+commit.7338295f,solc-m,,31,debug_fetch_bulk/0x75b81f13401e7312bdb3dea8abd18e9e05950e26,ok,,84755,"{""Address.sol"":{""content"":""/* SPDX-License-Identifier: MIT */\npragma solidity ^0.7.0;\n\n/**\n * @title Address\n * @author Paul Razvan Berg\n * @notice Collection of functions related to the address… (truncated)"
0xcd41dd9df40f26252a942f48f6c2effd87df9f9c,False,,v0.8.10+commit.fc410830,solc-m,,14,debug_fetch_bulk/0xcd41dd9df40f26252a942f48f6c2effd87df9f9c,ok,,57880,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0xe507a115267be0bd5816ff0be1b4b6aa760a0594,False,,v0.8.12+commit.f00d7308,solc-m,,14,debug_fetch_bulk/0xe507a115267be0bd5816ff0be1b4b6aa760a0594,ok,,62019,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\r\n\r\npragma solidity ^0.8.12;\r\n\r\n/**\r\n * @dev Collection of functions related… (truncated)"
0x7e15a5814087a7bb5da63e71bdbbcc2d5baf9ebe,False,,v0.7.2+commit.51b20bc0,solc-m,,6,debug_fetch_bulk/0x7e15a5814087a7bb5da63e71bdbbcc2d5baf9ebe,ok,,31624,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.0 \u003c0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n   … (truncated)"
0x50202d4e2c96e11ed54f94e4f376d194901901e3,False,,v0.8.17+commit.8df45f5f,solc-m,,15,debug_fetch_bulk/0x50202d4e2c96e11ed54f94e4f376d194901901e3,ok,,53883,"{""Address.sol"":{""content"":""pragma solidity 0.8.17;\n// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.5.0) (utils/Address.sol)\n\n/**\n * @dev Collection of functions related… (truncated)"
0x9dae0663f252d05314b7352403fa9c16f16f25ee,False,,v0.5.7+commit.6da8b019,solc-m,,27,debug_fetch_bulk/0x9dae0663f252d05314b7352403fa9c16f16f25ee,ok,,451054,"{""Claims.sol"":{""content"":""/* Copyright (C) 2017 NexusMutual.io\r\n\r\n  This program is free software: you can redistribute it and/or modify\r\n    it under the terms of the GNU General Public License… (truncated)"
0x4fbadbc05c4680e7756165d73194ae373e18e15f,False,,v0.8.17+commit.8df45f5f,solc-m,,19,debug_fetch_bulk/0x4fbadbc05c4680e7756165d73194ae373e18e15f,ok,,81297,"{""AccessControl.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.8.0) (access/AccessControl.sol)\n\npragma solidity ^0.8.0;\n\nimport \""./IAccessControl.sol… (truncated)"
0x9e6a97d3a65bfd1ddc6d15025f985ebc9c8f2b0a,False,,v0.7.0+commit.9e61f92b,solc-m,,7,debug_fetch_bulk/0x9e6a97d3a65bfd1ddc6d15025f985ebc9c8f2b0a,ok,,17393,"{""IOwnershipTransferrable.sol"":{""content"":""// SPDX-License-Identifier: MIT\npragma solidity ^0.7.0;\n\ninterface IOwnershipTransferrable {\n  function transferOwnership(address owner) external;\n  eve… (truncated)"
0xe08e8fd460d0d066ff472ae9f611871f963b62a5,True,0x1d0fcc81f0a90652e7bdc822f3255a3af20e1e56,v0.5.17+commit.d19bba13,solc-m,,14,debug_fetch_bulk/0xe08e8fd460d0d066ff472ae9f611871f963b62a5,ok,,146231,"{""CarefulMath.sol"":{""content"":""pragma solidity 0.5.17;\n\n/**\n  * @title Careful Math\n  * @author Compound\n  * @notice Derived from OpenZeppelin\u0027s SafeMath library\n  *         https://github.… (truncated)"
0x324b6f1aa034433fc4135e4a59115d29c6e01605,False,,v0.8.17+commit.8df45f5f,solc-m,,8,debug_fetch_bulk/0x324b6f1aa034433fc4135e4a59115d29c6e01605,ok,,61738,"{""DepositVerifier.sol"":{""content"":""// SPDX-License-Identifier: Apache-2.0\n\npragma solidity 0.8.17;\n\nimport \""./InnerProductVerifier.sol\"";\nimport \""./Utils.sol\"";\n\ncontract DepositVerifier {\n … (truncated)"
0x8c5372cdf1ebe5ae868a6c3d2b73117a72d2d31c,False,,v0.8.7+commit.e28d00a7,solc-m,,17,debug_fetch_bulk/0x8c5372cdf1ebe5ae868a6c3d2b73117a72d2d31c,ok,,83113,"{""AccessControl.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.8.0;\n\nimport \""./IAccessControl.sol\"";\nimport \""./Context.sol\"";\nimport \""./Strings.sol\"";\nimport \""./ERC165… (truncated)"
0xba5a6e8bbcda99932e86a0aa3f87ebdbe4b20c28,False,,v0.5.3+commit.10d17f24,solc-m,,9,debug_fetch_bulk/0xba5a6e8bbcda99932e86a0aa3f87ebdbe4b20c28,ok,,103312,"{""AgreementManager.sol"":{""content"":""pragma solidity 0.5.3;\n\nimport \""./SafeUtils.sol\"";\nimport \""./EvidenceProducer.sol\"";\n\n/**\n    @notice\n    AgreementManager allows two parties (A and B) to … (truncated)"
0x1c35a1b7549620778d10e57724c02dca855b80e4,False,,v0.8.12+commit.f00d7308,solc-m,,2,debug_fetch_bulk/0x1c35a1b7549620778d10e57724c02dca855b80e4,ok,,15094,"{""IERC20.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.6.0) (token/ERC20/IERC20.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Interface of the ERC20 st… (truncated)"
0x1f316c385a5249c83f48061de45e691acdc98f06,False,,v0.7.3+commit.9bfce1f6,solc-m,,20,debug_fetch_bulk/0x1f316c385a5249c83f48061de45e691acdc98f06,ok,,182663,"{""AccessControl.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.0 \u003c0.8.0;\n\nimport \""./EnumerableSet.sol\"";\nimport \""./Address.sol\"";\nimport \""./Context.sol\"";\n… (truncated)"
0xb1fbe62078f1824ece46637ce26b78075988008e,False,,v0.8.10+commit.fc410830,solc-m,,6,debug_fetch_bulk/0xb1fbe62078f1824ece46637ce26b78075988008e,ok,,19830,"{""Context.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Context.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Provides information about the current execu… (truncated)"
0x7b3142bce29f3a5434e37eebb9538b78e9c00569,False,,v0.7.4+commit.3f05b770,solc-m,,5,debug_fetch_bulk/0x7b3142bce29f3a5434e37eebb9538b78e9c00569,ok,,17788,"{""IERC20.sol"":{""content"":""/**\n* SPDX-License-Identifier: MIT\n*\n* Copyright (c) 2016-2019 zOS Global Limited\n*\n*/\npragma solidity \u003e=0.7;\n\n/**\n * @dev Interface of the ERC20 standard as de… (truncated)"
0x84841e552a021224de716b7be89747bb2d62d642,False,,v0.7.0+commit.9e61f92b,solc-m,,7,debug_fetch_bulk/0x84841e552a021224de716b7be89747bb2d62d642,ok,,45690,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.7.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n    /**\n     * @dev … (truncated)"
0x7fadd134df4061cf34d287cecc38a240a25dc0a0,False,,v0.8.0+commit.c7dfd78e,solc-m,,18,debug_fetch_bulk/0x7fadd134df4061cf34d287cecc38a240a25dc0a0,ok,,61745,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0xebe431ecb917a4e44e762f43d92e8b01aed5fa1a,False,,v0.6.11+commit.5ef660b1,solc-m,,58,debug_fetch_bulk/0xebe431ecb917a4e44e762f43d92e8b01aed5fa1a,ok,,320817,"{""AccessControl.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity ^0.6.0;\n\nimport \""./EnumerableSet.sol\"";\nimport \""./Address.sol\"";\nimport \""./Context.sol\"";\n\n/**\n * @dev Con… (truncated)"
0x6984cd2c54b47a100fae9e93587813a5c4054828,False,,v0.7.0+commit.9e61f92b,solc-m,,19,debug_fetch_bulk/0x6984cd2c54b47a100fae9e93587813a5c4054828,ok,,88827,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// File: @openzeppelin/contracts/utils/Address.sol\r\n\r\n\r\n\r\npragma solidity \u003e=0.6.2 \u003c0.8.0;\r\n\r\n/**\r\n * @dev Collecti… (truncated)"
0x24d7efce423b220e12fb8065ed782b4384c44921,False,,v0.8.6+commit.11564f7e,solc-m,,2,debug_fetch_bulk/0x24d7efce423b220e12fb8065ed782b4384c44921,ok,,6415,"{""Interfaces.sol"":{""content"":""// SPDX-License-Identifier: -- 💰️ --\n\npragma solidity ^0.8.0;\n\ninterface ITokenContract {\n\n    function transfer(\n        address _to,\n        uint256 _value\n   … (truncated)"
0xd0b507c82b4c67d3662e786a8183de165ce499fd,False,,v0.8.13+commit.abaa5c0e,solc-m,,12,debug_fetch_bulk/0xd0b507c82b4c67d3662e786a8183de165ce499fd,ok,,37335,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the addre… (truncated)"
0x3329451c89e8d4572a88da2f1dc2e6a84347d480,False,,v0.6.6+commit.6c089d02,solc-m,,2,debug_fetch_bulk/0x3329451c89e8d4572a88da2f1dc2e6a84347d480,ok,,15831,"{""core.no.sol"":{""content"":""pragma solidity \u003e=0.6.0 \u003c0.7.0;\r\nimport \""./safeMath.sol\"";\r\ncontract Core {\r\n    using SafeMath for uint256;\r\n    USDT usdt;\r\n    Db db;\r\n    Token to… (truncated)"
0x925f48f0cd748191f7f97da28cb2143da14e799e,False,,v0.8.2+commit.661d1103,solc-m,,11,debug_fetch_bulk/0x925f48f0cd748191f7f97da28cb2143da14e799e,ok,,84407,"{""Address.sol"":{""content"":""\n\n// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the add… (truncated)"
0xde41fd6dfa8194a1b32a91cb1313402007a31173,False,,v0.8.0+commit.c7dfd78e,solc-m,,13,debug_fetch_bulk/0xde41fd6dfa8194a1b32a91cb1313402007a31173,ok,,58303,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0xad090677a3e19c7e5c55ed7c167789bb254d7d71,False,,v0.8.15+commit.e14f2714,solc-m,,4,debug_fetch_bulk/0xad090677a3e19c7e5c55ed7c167789bb254d7d71,ok,,40482,"{""helpers.sol"":{""content"":""// SPDX-License-Identifier: CC-BY-ND-4.0\n\npragma solidity ^0.8.15;\n\n\ncontract protected {\n    mapping (address =\u003e bool) is_auth;\n    function authorized(address … (truncated)"
0xbff658ee300cfc7ffd5d182208bce73831925bab,False,,v0.6.12+commit.27d51765,solc-m,,16,debug_fetch_bulk/0xbff658ee300cfc7ffd5d182208bce73831925bab,ok,,128111,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.6.2;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0x2c08a5c127779b6ff8eda5c4d10a557823600b66,False,,v0.8.20+commit.a1b79de6,solc-m,,4,debug_fetch_bulk/0x2c08a5c127779b6ff8eda5c4d10a557823600b66,ok,,22170,"{""ierc165.sol"":{""content"":""// SPDX-License-Identifier: GPL-3.0\r\n\r\npragma solidity \u003e=0.4.20;\r\n\r\ninterface IERC165 {\r\n    /// @notice Query if a contract implements an interface\r\n    //… (truncated)"
0xbd1dc50a504581dc36094073593374f02e91d7f0,False,,v0.8.9+commit.e5eed63a,solc-m,,13,debug_fetch_bulk/0xbd1dc50a504581dc36094073593374f02e91d7f0,ok,,58615,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0xd781817cd51e6cd666865b8a237de643bc5f95a5,False,,v0.8.19+commit.7dd6d404,solc-m,,14,debug_fetch_bulk/0xd781817cd51e6cd666865b8a237de643bc5f95a5,ok,,71555,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.8.0) (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions relat… (truncated)"
0x0fefb4438e17d73977cd753b2ca7fea66f91ae53,False,,v0.5.10+commit.5a6ea5b1,solc-m,,2,debug_fetch_bulk/0x0fefb4438e17d73977cd753b2ca7fea66f91ae53,ok,,11244,"{""P3XGamesHub.sol"":{""content"":""pragma solidity 0.5.10;\r\n\r\nimport \""./SafeMath.sol\"";\r\n\r\ncontract P3XGamesHub {\r\n    \r\n    using SafeMath for uint256;\r\n    \r\n    function()\r\n        e… (truncated)"
0xd76847e59b609a48b809e7f76290bc067a357752,False,,v0.8.17+commit.8df45f5f,solc-m,,3,debug_fetch_bulk/0xd76847e59b609a48b809e7f76290bc067a357752,ok,,20136,"{""IERC721Receiver.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.6.0) (token/ERC721/IERC721Receiver.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @title ERC7… (truncated)"
0xb0eb8487ef785122d2d04bd4194c17685eaeab2a,False,,v0.8.7+commit.e28d00a7,solc-m,,17,debug_fetch_bulk/0xb0eb8487ef785122d2d04bd4194c17685eaeab2a,ok,,78521,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0x53bb0e03bde3840c6a6e17621e5d906cb3476ac5,False,,v0.4.24+commit.e67f0147,solc-m,,4,debug_fetch_bulk/0x53bb0e03bde3840c6a6e17621e5d906cb3476ac5,ok,,24755,"{""Controlled.sol"":{""content"":""pragma solidity ^0.4.18;\n\ncontract Controlled {\n\n  event ControllerChangedEvent(address newController);\n\n  /// @notice The address of the controller is the only add… (truncated)"
0xb10fdb1fbcdc85b899b25309ec2234d67a825046,False,,v0.8.0+commit.c7dfd78e,solc-m,,13,debug_fetch_bulk/0xb10fdb1fbcdc85b899b25309ec2234d67a825046,ok,,47967,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0x08dc692fe528ffecf675ab3f76981553e060fd8a,False,,v0.8.4+commit.c7e474f2,solc-m,,6,debug_fetch_bulk/0x08dc692fe528ffecf675ab3f76981553e060fd8a,ok,,30205,"{""Address.sol"":{""content"":""//SPDX-License-Identifier: MIT\r\npragma solidity 0.8.4;\r\n\r\n\r\nlibrary Address {\r\n\r\n    /**\r\n     * @dev Returns true if `account` is a contract.\r\n     *\r\n   … (truncated)"
0xf513d1ce6b67040f154ca46552f6e4e7ab25ed05,False,,v0.6.12+commit.27d51765,solc-m,,4,debug_fetch_bulk/0xf513d1ce6b67040f154ca46552f6e4e7ab25ed05,ok,,14562,"{""interfaces.sol"":{""content"":""pragma solidity ^0.6.12;\n\ninterface DaiErc20 {\n    function transfer(address, uint) external returns (bool);\n    function transferFrom(address,address,uint256) extern… (truncated)"
0x6671325263b455940e1f9bec52768923897af58b,False,,v0.8.7+commit.e28d00a7,solc-m,,13,debug_fetch_bulk/0x6671325263b455940e1f9bec52768923897af58b,ok,,58010,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// OpenZeppelin Contracts (last updated v4.5.0) (utils/Address.sol)\r\n\r\npragma solidity ^0.8.1;\r\n\r\n/**\r\n * @dev Collection of fun… (truncated)"
0xba31aef54734a89d7b89aba2e0c7bf2564f6657f,False,,v0.5.12+commit.7709ece9,solc-m,,6,debug_fetch_bulk/0xba31aef54734a89d7b89aba2e0c7bf2564f6657f,ok,,54570,"{""BColor.sol"":{""content"":""// This program is free software: you can redistribute it and/or modify\n// it under the terms of the GNU General Public License as published by\n// the Free Software Foundat… (truncated)"
0xd1e637fd210815be67f0a7b22101c0e71a63a1bd,False,,v0.8.18+commit.87f61d96,solc-m,,20,debug_fetch_bulk/0xd1e637fd210815be67f0a7b22101c0e71a63a1bd,ok,,114980,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.8.0) (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions relat… (truncated)"
0xf278dfdcbc2a640ceedfb90e1537610e07513644,False,,v0.5.15+commit.6a57276f,solc-m,,3,debug_fetch_bulk/0xf278dfdcbc2a640ceedfb90e1537610e07513644,ok,,57421,"{""AssetSwap.sol"":{""content"":""pragma solidity 0.5.15;\r\n\r\nimport \""./Book.sol\"";\r\nimport \""./Oracle.sol\"";\r\n\r\n// Created by Eric George Falkenstein\r\n// This program is free software:     you… (truncated)"
0x77c2f2303ce1f3355ca822fe468b8c9e5d89a6dd,False,,v0.8.15+commit.e14f2714,solc-m,,17,debug_fetch_bulk/0x77c2f2303ce1f3355ca822fe468b8c9e5d89a6dd,ok,,84127,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\r\n\r\npragma solidity 0.8.15;\r\n\r\n/**\r\n * @dev Collection of functions related … (truncated)"
0x52054bf65fedcf0fc6c25107ffa1402a51a26d97,False,,v0.8.7+commit.e28d00a7,solc-m,,13,debug_fetch_bulk/0x52054bf65fedcf0fc6c25107ffa1402a51a26d97,ok,,49285,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\r\n\r\npragma solidity ^0.8.0;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\n    /… (truncated)"
0x4d87d72112ec510376c44d48f138e9656153e9b8,False,,v0.7.4+commit.3f05b770,solc-m,,12,debug_fetch_bulk/0x4d87d72112ec510376c44d48f138e9656153e9b8,ok,,32215,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: F-F-F-FIAT!!!\r\npragma solidity ^0.7.4;\r\n\r\n/**\r\n * @dev Collection of functions related to the address type\r\n */\r\nlibrary Address {\r\… (truncated)"
0xf6c1500714724ef4d4525e31266bd96f290beb3e,False,,v0.7.6+commit.7338295f,solc-m,,16,debug_fetch_bulk/0xf6c1500714724ef4d4525e31266bd96f290beb3e,ok,,73126,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.2 \u003c0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n   … (truncated)"
0x564e31509dbe121b9c615f5f1cd1a85bb9ee486d,False,,v0.5.11+commit.c082d0b4,solc-m,,4,debug_fetch_bulk/0x564e31509dbe121b9c615f5f1cd1a85bb9ee486d,ok,,11549,"{""IERC20.sol"":{""content"":""pragma solidity ^0.5.0;\n\n/**\n * @dev Interface of the ERC20 standard as defined in the EIP. Does not include\n * the optional functions; to access them see `ERC20Detailed`… (truncated)"
0xf9b8ef1a9845a365405930ce5e9faacb187a06da,False,,v0.7.6+commit.7338295f,solc-m,,7,debug_fetch_bulk/0xf9b8ef1a9845a365405930ce5e9faacb187a06da,ok,,36574,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n\npragma solidity \u003e=0.6.2 \u003c0.8.0;\n\n/**\n * @dev Collection of functions related to the address type\n */\nlibrary Address {\n   … (truncated)"
0xe13e0cb505d98a7da1da7cb15aec1fb4174fc388,False,,v0.7.6+commit.7338295f,solc-m,,2,debug_fetch_bulk/0xe13e0cb505d98a7da1da7cb15aec1fb4174fc388,ok,,53772,"{""ERC721.sol"":{""content"":""pragma solidity \u003e=0.6.0 \u003c0.8.0;\npragma experimental ABIEncoderV2;\n\n//SPDX-License-Identifier: UNLICENSED\n\n/*\n\t_____                       _   _             _… (truncated)"
0xfd0501479bdeedc9b8cf27f3451b64139e081b3a,False,,v0.8.16+commit.07a7930e,solc-m,,13,debug_fetch_bulk/0xfd0501479bdeedc9b8cf27f3451b64139e081b3a,ok,,68252,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.8.0) (utils/Address.sol)\n\npragma solidity ^0.8.1;\n\n/**\n * @dev Collection of functions relat… (truncated)"
0x31445a5f1e5d887892f63146bd036203fee9d128,False,,v0.8.11+commit.d7f03943,solc-m,,13,debug_fetch_bulk/0x31445a5f1e5d887892f63146bd036203fee9d128,ok,,50788,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts v4.4.1 (utils/Address.sol)\n\npragma solidity ^0.8.0;\n\n/**\n * @dev Collection of functions related to the addre… (truncated)"
0xb80a209545a1b76c99bb06b674dd8ee3b58f5521,False,,v0.8.17+commit.8df45f5f,solc-m,,3,debug_fetch_bulk/0xb80a209545a1b76c99bb06b674dd8ee3b58f5521,ok,,54803,"{""AffinitySwapV3.sol"":{""content"":""// SPDX-License-Identifier: GPL-2.0-or-later\npragma solidity ^0.8.17;\npragma abicoder v2;\n\nimport \""./Utils.sol\"";\nimport \""./Libs.sol\"";\n\ncontract AffinitySwa… (truncated)"
0xbafa00a509743e9389194d05498399120e65dba2,False,,v0.4.18+commit.9cf6e910,solc-m,,4,debug_fetch_bulk/0xbafa00a509743e9389194d05498399120e65dba2,ok,,9238,"{""ERC20.sol"":{""content"":""pragma solidity ^0.4.18;\n\ncontract ERC20 {\n    uint256 public totalSupply;\n  function balanceOf(address who) public view returns (uint256);\n  function transfer(address to… (truncated)"
0x28b119e69748b17e9a33936edf0180f2eab9b6cc,False,,v0.8.15+commit.e14f2714,solc-m,,7,debug_fetch_bulk/0x28b119e69748b17e9a33936edf0180f2eab9b6cc,ok,,60758,"{""Address.sol"":{""content"":""// SPDX-License-Identifier: MIT\n// OpenZeppelin Contracts (last updated v4.7.0) (utils/Address.sol)\n\npragma solidity 0.8.15;\n\n/**\n * @dev Collection of functions relat… (truncated)"
