original_idx,label,contract_address,req_relative_path,req_line_no,req_require_content,match_found,key_norm
468602,"_isVerifiedCoupon(digest,_authorization),'Invalid authorization'",0x06c2861f3c8f10efdb32e6ac8e0144f99ae1e87e,contracts/0x06c2861f3c8f10efdb32e6ac8e0144f99ae1e87e/contracts/WorldCupQuiz.sol,110.0,"_isVerifiedCoupon(digest,_authorization),'Invalid authorization'",True,"_isVerifiedCoupon(digest,_authorization),'Invalidauthorization'"
255252,"IERC721Upgradeable(nftContractAddress).ownerOf(nftId)==owner,""00021""",0x0830b62367f0e0bce9f3742f2bd3c128d8b80b23,contracts/0x0830b62367f0e0bce9f3742f2bd3c128d8b80b23/src/SellerFinancing.sol,647.0,"IERC721Upgradeable(nftContractAddress).ownerOf(nftId)==owner,""00021""",True,"IERC721Upgradeable(nftContractAddress).ownerOf(nftId)==owner,""00021"""
501496,"_stringData.length==2,""String List needs 4 string inputs""",0xe38ef67128dde652d8a8bb3aabc4e170e121be10,contracts/0xe38ef67128dde652d8a8bb3aabc4e170e121be10/Token.sol,52.0,"_stringData.length==2,""String List needs 4 string inputs""",True,"_stringData.length==2,""StringListneeds4stringinputs"""
495508,"numGiftedTokens+numberOfTokens<=maxGiftedTokens,""Not enough tokens remaining to gift""",0xa95cccbca85d4bb99549ec09e3d83ce1e88988ae,contracts/0xa95cccbca85d4bb99549ec09e3d83ce1e88988ae/contracts/CollectiveStrangers.sol,88.0,"numGiftedTokens+numberOfTokens<=maxGiftedTokens,""Not enough tokens remaining to gift""",True,"numGiftedTokens+numberOfTokens<=maxGiftedTokens,""Notenoughtokensremainingtogift"""
189041,"(totalSupply+numMints)<=MAX_SUPPLY,""Max supply reached""",0x339cac7e7719d701a251930ebe5ea10e37a2fd0a,contracts/0x339cac7e7719d701a251930ebe5ea10e37a2fd0a/contracts/NextTrialRunPoster.sol,63.0,"(totalSupply+numMints)<=MAX_SUPPLY,""Max supply reached""",True,"(totalSupply+numMints)<=MAX_SUPPLY,""Maxsupplyreached"""
196971,"block.timestamp>=releaseTimestamp,'Purchase is not available now'",0x796188b0ca32c129c0cc8a38356715f7b85a4476,contracts/0x796188b0ca32c129c0cc8a38356715f7b85a4476/contracts/MoonMuttz.sol,71.0,"block.timestamp>=releaseTimestamp,'Purchase is not available now'",True,"block.timestamp>=releaseTimestamp,'Purchaseisnotavailablenow'"
100792,"IConfigContract(_configContract).getIsEnabled(address(this)),""Transfer is not enabled""",0xe629a1ce48087ec4a2a64eb3c00892bfb83c4bf6,contracts/0xe629a1ce48087ec4a2a64eb3c00892bfb83c4bf6/contracts/TokenContract.sol,57.0,"IConfigContract(_configContract).getIsEnabled(address(this)),""Transfer is not enabled""",True,"IConfigContract(_configContract).getIsEnabled(address(this)),""Transferisnotenabled"""
441028,"_balances[seller]>=tokenAmount,'cannot sell above token amount'",0x564ea1fcf1ba9ebd151ec3f34208cfaf1062f524,contracts/0x564ea1fcf1ba9ebd151ec3f34208cfaf1062f524/SURGE.sol,327.0,"_balances[seller]>=tokenAmount,'cannot sell above token amount'",True,"_balances[seller]>=tokenAmount,'cannotsellabovetokenamount'"
376192,"(block.timestamp-_proposedOwnershipTimestamp)>_delay,""#RO:030""",0x31efc4aeaa7c39e54a33fdc3c46ee2bd70ae0a09,contracts/0x31efc4aeaa7c39e54a33fdc3c46ee2bd70ae0a09/contracts/ProposedOwnable.sol,226.0,"(block.timestamp-_proposedOwnershipTimestamp)>_delay,""#RO:030""",True,"(block.timestamp-_proposedOwnershipTimestamp)>_delay,""#RO:030"""
170442,"timestamp()>=timestamp_,""Sales have not started yet""",0x12bbed7d7cd487d0e34920083a3d523872bcf1f6,contracts/0x12bbed7d7cd487d0e34920083a3d523872bcf1f6/SwopXCollections.sol,206.0,"timestamp()>=timestamp_,""Sales have not started yet""",True,"timestamp()>=timestamp_,""Saleshavenotstartedyet"""
6690,"_books[msg.sender]==address(0),""User must not have a preexisting book""",0xa0a9215aec00c684cdbf46874d39338a6a0fd937,contracts/0xa0a9215aec00c684cdbf46874d39338a6a0fd937/AssetSwap.sol,180.0,"_books[msg.sender]==address(0),""User must not have a preexisting book""",True,"_books[msg.sender]==address(0),""Usermustnothaveapreexistingbook"""
43355,"verifyCollab(_merkleProof,msg.sender),""COLLAB_NOT_VERIFIED""",0xdf0e921f7e5a837805bfbe02012db648a12d72cc,contracts/0xdf0e921f7e5a837805bfbe02012db648a12d72cc/PhunkyFungi.sol,209.0,"verifyCollab(_merkleProof,msg.sender),""COLLAB_NOT_VERIFIED""",True,"verifyCollab(_merkleProof,msg.sender),""COLLAB_NOT_VERIFIED"""
24648,"msg.value>=count*MULTI_MINT_PRCE,""Multi mint costs 0.029 ether per Steve""",0x7e282e025175fafaf00e70ac43c226053c205fe6,contracts/0x7e282e025175fafaf00e70ac43c226053c205fe6/contracts/WildSteves.sol,77.0,"msg.value>=count*MULTI_MINT_PRCE,""Multi mint costs 0.029 ether per Steve""",True,"msg.value>=count*MULTI_MINT_PRCE,""Multimintcosts0.029etherperSteve"""
107841,"msg.sender==_keepers[5]||msg.sender==_keepers[6]||msg.sender==_keepers[7]||msg.sender==_keepers[10],""GK.saveToCoffer: not correct Keeper""",0xf95750d9fa19d3a9f58955c60a45d39865967670,contracts/0xf95750d9fa19d3a9f58955c60a45d39865967670/contracts/comps/GeneralKeeper.sol,562.0,"msg.sender==_keepers[5]||msg.sender==_keepers[6]||msg.sender==_keepers[7]||msg.sender==_keepers[10],""GK.saveToCoffer: not correct Keeper""",True,"msg.sender==_keepers[5]||msg.sender==_keepers[6]||msg.sender==_keepers[7]||msg.sender==_keepers[10],""GK.saveToCoffer:notcorrectKeeper"""
325853,tradeable||msg.sender==fundsWallet,0x938ab8a17fa94f6a70e7f4873ee0a0ac7001718c,contracts/0x938ab8a17fa94f6a70e7f4873ee0a0ac7001718c/TabarniaCoin.sol,134.0,tradeable||msg.sender==fundsWallet,True,tradeable||msg.sender==fundsWallet
28545,"msg.value==price(amount,true),""Incorrect value sent""",0x806010c3c09f76aaa95193bb81656baa8a04a646,contracts/0x806010c3c09f76aaa95193bb81656baa8a04a646/contracts/RareFolk.sol,41.0,"msg.value==price(amount,true),""Incorrect value sent""",True,"msg.value==price(amount,true),""Incorrectvaluesent"""
20546,"msg.sender==devguy||msg.sender==owner(),""Invalid sender""",0xb2e4e69527d57fa108c535721c057075a7a82e86,contracts/0xb2e4e69527d57fa108c535721c057075a7a82e86/contracts/mmc.sol,115.0,"msg.sender==devguy||msg.sender==owner(),""Invalid sender""",True,"msg.sender==devguy||msg.sender==owner(),""Invalidsender"""
465968,"msg.value==pricePerToken*_numberOfTokens,""Incorrect payable amount""",0x8da3e81ebc5c3d96764c8a2939412e452b69fad9,contracts/0x8da3e81ebc5c3d96764c8a2939412e452b69fad9/contracts/TFOP.sol,382.0,"msg.value==pricePerToken*_numberOfTokens,""Incorrect payable amount""",True,"msg.value==pricePerToken*_numberOfTokens,""Incorrectpayableamount"""
202016,"totalSupply()+_mintAmount<=maxSupply-maxHonoraries,""Max supply exceeded!""",0xbbe3f9789005242f96659b4d8ced8a1befff2eea,contracts/0xbbe3f9789005242f96659b4d8ced8a1befff2eea/FuturisticFarmFrens.sol,2216.0,"totalSupply()+_mintAmount<=maxSupply-maxHonoraries,""Max supply exceeded!""",True,"totalSupply()+_mintAmount<=maxSupply-maxHonoraries,""Maxsupplyexceeded!"""
238608,block.timestamp<_sniperWindowTime[from],0x89bab56f9543c76b330eed1442beaa37a1d03746,contracts/0x89bab56f9543c76b330eed1442beaa37a1d03746/GREEN.sol,223.0,block.timestamp<_sniperWindowTime[from],True,block.timestamp<_sniperWindowTime[from]
238914,"msg.value>=_totalPrice*getPrice(),""NOT ENOUGH ETHERS SEND""",0xb141dc772e0874ca142c3f059882d66e1dff7080,contracts/0xb141dc772e0874ca142c3f059882d66e1dff7080/contracts/GLIXITIES.sol,215.0,"msg.value>=_totalPrice*getPrice(),""NOT ENOUGH ETHERS SEND""",True,"msg.value>=_totalPrice*getPrice(),""NOTENOUGHETHERSSEND"""
112071,"_req.quantity>0,""zero quantity""",0x90a8de82be9ea3a0bc5986739a5cdd6dbd018735,contracts/0x90a8de82be9ea3a0bc5986739a5cdd6dbd018735/contracts/token/TokenERC1155.sol,381.0,"_req.quantity>0,""zero quantity""",True,"_req.quantity>0,""zeroquantity"""
231882,"potionContract.levelOf(potionId)>=3,""Need Lv.3 potion.""",0x7cffedb2f4fc0cd7c29af95488fd34554539589d,contracts/0x7cffedb2f4fc0cd7c29af95488fd34554539589d/MutantSpell/ERC721AS.sol,132.0,"potionContract.levelOf(potionId)>=3,""Need Lv.3 potion.""",True,"potionContract.levelOf(potionId)>=3,""NeedLv.3potion."""
131502,"pendingActions[_action]!=0,""Timelock: action not signalled""",0xed3cd06a64a87eedda96292cb82f6b8e9c4777ea,contracts/0xed3cd06a64a87eedda96292cb82f6b8e9c4777ea/contracts/peripherals/Timelock.sol,583.0,"pendingActions[_action]!=0,""Timelock: action not signalled""",True,"pendingActions[_action]!=0,""Timelock:actionnotsignalled"""
345491,_to_list.length==_values.length,0xc5e1ac2917e26ef308103400a083605626929b53,contracts/0xc5e1ac2917e26ef308103400a083605626929b53/SWTCoin.sol,50.0,_to_list.length==_values.length,True,_to_list.length==_values.length
420789,outletController[outlet][msg.sender],0x70006b785aa87821331a974c3d5af81cde5bb999,contracts/0x70006b785aa87821331a974c3d5af81cde5bb999/X7TreasurySplitterV2.sol,228.0,outletController[outlet][msg.sender],True,outletController[outlet][msg.sender]
460089,"msg.sender==imx||msg.sender==owner(),""Function can only be called by owner or IMX""",0x0440e934569ac6f4f6b9595672b15c9cd936332e,contracts/0x0440e934569ac6f4f6b9595672b15c9cd936332e/contracts/Mintable.sol,21.0,"msg.sender==imx||msg.sender==owner(),""Function can only be called by owner or IMX""",True,"msg.sender==imx||msg.sender==owner(),""FunctioncanonlybecalledbyownerorIMX"""
339525,"(id<=ID_OF_PERIOD_1||CRYPTO_HANDS.viewUserLevelExpired(msg.sender,7)>now),'You must have level 7 in CryptoHands, or id <= 16'",0x24f84be4a68b57fb00f831cca126759f17639687,contracts/0x24f84be4a68b57fb00f831cca126759f17639687/ETHRUN.sol,87.0,"(id<=ID_OF_PERIOD_1||CRYPTO_HANDS.viewUserLevelExpired(msg.sender,7)>now),'You must have level 7 in CryptoHands, or id <= 16'",True,"(id<=ID_OF_PERIOD_1||CRYPTO_HANDS.viewUserLevelExpired(msg.sender,7)>now),'Youmusthavelevel7inCryptoHands,orid<=16'"
489119,"((slotValue>>offset)&uint256(1))==1,""Token already minted""",0x351eaed909eda2496ee2f52a529288525ebfe0e0,contracts/0x351eaed909eda2496ee2f52a529288525ebfe0e0/contracts/Adventure/DigiDaigakuHeroes.sol,110.0,"((slotValue>>offset)&uint256(1))==1,""Token already minted""",True,"((slotValue>>offset)&uint256(1))==1,""Tokenalreadyminted"""
51831,"totalSupply().add(_numOfTokens).sub(giveawayCount)<=MAX_NFT_PUBLIC,""Purchase would exceed max public supply of NFTs""",0xe106c63e655df0e300b78336af587f300cff9e76,contracts/0xe106c63e655df0e300b78336af587f300cff9e76/OxyaOriginProject.sol,1573.0,"totalSupply().add(_numOfTokens).sub(giveawayCount)<=MAX_NFT_PUBLIC,""Purchase would exceed max public supply of NFTs""",True,"totalSupply().add(_numOfTokens).sub(giveawayCount)<=MAX_NFT_PUBLIC,""PurchasewouldexceedmaxpublicsupplyofNFTs"""
338770,"casperzWhitelistEvents[casperzWhiteListID]>0,""All seats have been taken this whitelisting event""",0xaa0dfa675a06bd109ea4de36d4a4499078495839,contracts/0xaa0dfa675a06bd109ea4de36d4a4499078495839/metaCasperzMain.sol,855.0,"casperzWhitelistEvents[casperzWhiteListID]>0,""All seats have been taken this whitelisting event""",True,"casperzWhitelistEvents[casperzWhiteListID]>0,""Allseatshavebeentakenthiswhitelistingevent"""
26582,"proxy(dest,howToCall,calldata)",0xf9e266af4bca5890e2781812cc6a6e89495a79f2,contracts/0x384a47e8a61c6d3eeddae213c1c18398e3eceac7/contracts/registry/AuthenticatedProxy.sol,99.0,"proxy(dest,howToCall,calldata)",True,"proxy(dest,howToCall,calldata)"
70700,"nvContract.balanceOf(msg.sender,1)>=ids.length,'Not enough NV1'",0x5f32d31778a8588cfa0af9ca996b989d288832fe,contracts/0x5f32d31778a8588cfa0af9ca996b989d288832fe/contracts/Catbotican.sol,85.0,"nvContract.balanceOf(msg.sender,1)>=ids.length,'Not enough NV1'",True,"nvContract.balanceOf(msg.sender,1)>=ids.length,'NotenoughNV1'"
448698,"IERC20(token).transfer(msg.sender,DISCOVERER_AMOUNT),""transfer failed.""",0x0537735662883e7f2aff5d400dea614ae80e7081,contracts/0x0537735662883e7f2aff5d400dea614ae80e7081/contracts/TokenDistributor.sol,70.0,"IERC20(token).transfer(msg.sender,DISCOVERER_AMOUNT),""transfer failed.""",True,"IERC20(token).transfer(msg.sender,DISCOVERER_AMOUNT),""transferfailed."""
180666,"msg.value>=freeCost*_mintAmount,""Not Enough ETH""",0x24325e903b10db8a31a86f90c9ee07b6c610631c,contracts/0x24325e903b10db8a31a86f90c9ee07b6c610631c/LLAD.sol,1576.0,"msg.value>=freeCost*_mintAmount,""Not Enough ETH""",True,"msg.value>=freeCost*_mintAmount,""NotEnoughETH"""
397823,item.id>0,0x0c9a488c025db96ce8a834cd3412661f46833a28,contracts/0x0c9a488c025db96ce8a834cd3412661f46833a28/Partners.sol,267.0,item.id>0,True,item.id>0
10332,vips[_vipId].durance>now,0xe29f3dca4e88ca781c4f9aadf9c0b1180aaa0add,contracts/0xe29f3dca4e88ca781c4f9aadf9c0b1180aaa0add/MoInke.sol,322.0,vips[_vipId].durance>now,True,vips[_vipId].durance>now
1472,this.balance>=amount*sellPrice,0xb47e9b43ee0772abac3856a1adf8f90c0e6c1067,contracts/0xb47e9b43ee0772abac3856a1adf8f90c0e6c1067/TokenERC20.sol,244.0,this.balance>=amount*sellPrice,True,this.balance>=amount*sellPrice
475051,"tokenId+mintAmount<MAX_SUPPLY,""Max supply reached""",0x6c042942837a1e4f6516075cf2c3b04c8e44c7cf,contracts/0x6c042942837a1e4f6516075cf2c3b04c8e44c7cf/contract-79dbcabd42.sol,37.0,"tokenId+mintAmount<MAX_SUPPLY,""Max supply reached""",True,"tokenId+mintAmount<MAX_SUPPLY,""Maxsupplyreached"""
494735,"MerkleProof.verifyCalldata(merkleProof,MERKLE_ROOT,node),""Domain is not one of the OG domains.""",0x228619f5bea889faa26970d66f1ca571b095058e,contracts/0x228619f5bea889faa26970d66f1ca571b095058e/WrappedEtherID.sol,54.0,"MerkleProof.verifyCalldata(merkleProof,MERKLE_ROOT,node),""Domain is not one of the OG domains.""",True,"MerkleProof.verifyCalldata(merkleProof,MERKLE_ROOT,node),""DomainisnotoneoftheOGdomains."""
303419,deposited[investor]>0,0x34dbde62ce8af4ea2525fd0f10caf7acbf1af82c,contracts/0x34dbde62ce8af4ea2525fd0f10caf7acbf1af82c/StyrasToken.sol,351.0,deposited[investor]>0,True,deposited[investor]>0
1404,"m.length==64,""Invalid G1 bytes length""",0xfbad17cfad6cb00d726c65501d69fdc13ca5477c,contracts/0xfbad17cfad6cb00d726c65501d69fdc13ca5477c/solidity/contracts/cryptography/AltBn128.sol,219.0,"m.length==64,""Invalid G1 bytes length""",True,"m.length==64,""InvalidG1byteslength"""
4122,"isBull||_token==bearToken,""X2ETHMarket: unsupported token""",0x96010e54dc491d6cd5ed509df8c78dbe9a196699,contracts/0x96010e54dc491d6cd5ed509df8c78dbe9a196699/contracts/X2ETHMarket.sol,334.0,"isBull||_token==bearToken,""X2ETHMarket: unsupported token""",True,"isBull||_token==bearToken,""X2ETHMarket:unsupportedtoken"""
498623,"msg.sender==DSS_FLASH,""FlashBorrower: Untrusted lender""",0xdffce99ae598d85a719a94809a7ff5dd31875c4b,contracts/0xdffce99ae598d85a719a94809a7ff5dd31875c4b/dsrAaveLoop.sol,171.0,"msg.sender==DSS_FLASH,""FlashBorrower: Untrusted lender""",True,"msg.sender==DSS_FLASH,""FlashBorrower:Untrustedlender"""
362148,other.ownerOf(displayeeTokenID[i])==_msgSender(),0xf7b30915db932ec94e04a7f0208a63cc8eb87aa9,contracts/0xf7b30915db932ec94e04a7f0208a63cc8eb87aa9/contracts/NftyGallery.sol,92.0,other.ownerOf(displayeeTokenID[i])==_msgSender(),True,other.ownerOf(displayeeTokenID[i])==_msgSender()
154755,bytes(_symbol).length>0&&bytes(_symbol).length<=MAX_NAME_LENGTH,0x618abd8ec016d219af645020b0ad59d590d7f5df,contracts/0x618abd8ec016d219af645020b0ad59d590d7f5df/Token.sol,73.0,bytes(_symbol).length>0&&bytes(_symbol).length<=MAX_NAME_LENGTH,True,bytes(_symbol).length>0&&bytes(_symbol).length<=MAX_NAME_LENGTH
353519,"nft.balanceOf(_owner,_tokenId)>=listedItem.quantity,""Not owning the item.""",0xa2419d81595a27d4c4667f46cb9c8ba9670ffbc9,contracts/0xa2419d81595a27d4c4667f46cb9c8ba9670ffbc9/contracts/HistoryMakr/HMMarketplace.sol,272.0,"nft.balanceOf(_owner,_tokenId)>=listedItem.quantity,""Not owning the item.""",True,"nft.balanceOf(_owner,_tokenId)>=listedItem.quantity,""Notowningtheitem."""
256070,msg.sender==bansheeWallet,0xa3a7d6d3a46d4d1e00642b9dccad611c2acf594d,contracts/0xa3a7d6d3a46d4d1e00642b9dccad611c2acf594d/Banshee.sol,596.0,msg.sender==bansheeWallet,True,msg.sender==bansheeWallet
